Symbol,Open,Close,O-C change (%),High,Low,H-L change (%),DateTime,Market Sensitive,Headline,Link
IPD,0.077,0.076,-1.3,0.08,0.076,5.26,2020-07-06 17:32:00,False,Change of Director's Interest Notice - Amit Patel,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252179
MPS,,,,,,,2020-07-06 17:31:00,False,mFund - Monthly Redemption Report - MPS06,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252178
IPD,0.077,0.076,-1.3,0.08,0.076,5.26,2020-07-06 17:31:00,False,Change of Director's Interest Notice - Scott Ward,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252177
SGR,2.99,2.93,-2.01,3.0,2.925,2.56,2020-07-06 17:30:00,False,Ceasing to be a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252176
MPS,,,,,,,2020-07-06 17:30:00,False,mFund - Monthly Redemption Report - MPS05,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252175
IPD,0.077,0.076,-1.3,0.08,0.076,5.26,2020-07-06 17:30:00,False,Change of Director's Interest Notice - Don Williams,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252174
MPS,,,,,,,2020-07-06 17:29:00,False,mFund - Monthly Redemption Report - MPS04,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252173
MPS,,,,,,,2020-07-06 17:29:00,False,mFund - Monthly Redemption Report - MPS03,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252172
MPS,,,,,,,2020-07-06 17:29:00,False,mFund - Monthly Redemption Report - MPS02,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252171
PNI,3.9,4.03,3.33,4.16,3.9,6.67,2020-07-06 17:27:00,True,Market update,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252170
MPS,,,,,,,2020-07-06 17:26:00,False,mFund - Monthly Redemption Report - MPS01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252169
YOJ,0.089,0.084,-5.62,0.09,0.084,7.14,2020-07-06 17:26:00,False,Proposed issue of Securities - YOJ,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252168
DGO,3.69,3.28,-11.11,3.7,3.25,13.85,2020-07-06 17:25:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252167
MIM,,,,,,,2020-07-06 17:24:00,False,mFund - Monthly Redemption Report - MIM04,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252166
LTR,0.105,0.105,0.0,0.11,0.105,4.76,2020-07-06 17:24:00,False,Change of Director's Interest Notice - A Cipriano,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252165
MIM,,,,,,,2020-07-06 17:24:00,False,mFund - Monthly Redemption Report - MIM03,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252164
LTR,0.105,0.105,0.0,0.11,0.105,4.76,2020-07-06 17:23:00,False,Change of Director's Interest Notice - D Richards,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252163
MBL,,,,,,,2020-07-06 17:23:00,False,Change of Directors Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252162
MIM,,,,,,,2020-07-06 17:23:00,False,mFund - Monthly Redemption Report - MIM02,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252161
MIM,,,,,,,2020-07-06 17:22:00,False,mFund - Monthly Redemption Report - MIM01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252160
CCZ,0.036,0.04,11.11,0.042,0.036,16.67,2020-07-06 17:22:00,False,Capital Structure Update,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252159
YOJ,0.089,0.084,-5.62,0.09,0.084,7.14,2020-07-06 17:21:00,False,Proposed issue of Securities - YOJ,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252158
LTR,0.105,0.105,0.0,0.11,0.105,4.76,2020-07-06 17:20:00,False,Change of Director's Interest Notice - S Chadwick,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252157
LTR,0.105,0.105,0.0,0.11,0.105,4.76,2020-07-06 17:20:00,False,Change of Director's Interest Notice - C Williams,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252156
APT,67.7,68.0,0.44,68.8,67.55,1.85,2020-07-06 17:19:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252155
LTR,0.105,0.105,0.0,0.11,0.105,4.76,2020-07-06 17:19:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252154
PMF,,,,,,,2020-07-06 17:18:00,False,mFund - Monthly Redemption Report - PMF09,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252153
PMF,,,,,,,2020-07-06 17:18:00,False,mFund - Monthly Redemption Report - PMF08,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252152
PMF,,,,,,,2020-07-06 17:18:00,False,mFund - Monthly Redemption Report - PMF07,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252151
PMF,,,,,,,2020-07-06 17:17:00,False,mFund - Monthly Redemption Report - PMF06,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252150
MBL,,,,,,,2020-07-06 17:17:00,False,Change of Directors Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252149
PMF,,,,,,,2020-07-06 17:17:00,False,mFund - Monthly Redemption Report - PMF05,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252148
PMF,,,,,,,2020-07-06 17:15:00,False,mFund - Monthly Redemption Report - PMF04,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252147
CCZ,0.036,0.04,11.11,0.042,0.036,16.67,2020-07-06 17:15:00,False,Cleansing notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252146
ALI,2.11,2.07,-1.9,2.11,2.06,2.43,2020-07-06 17:15:00,False,Key dates,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252145
PMF,,,,,,,2020-07-06 17:12:00,False,mFund - Monthly Redemption Report - PMF03,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252144
PMF,,,,,,,2020-07-06 17:12:00,False,mFund - Monthly Redemption Report - PMF02,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252143
PMF,,,,,,,2020-07-06 17:12:00,False,mFund - Monthly Redemption Report - PMF01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252142
SPC,,,,,,,2020-07-06 17:11:00,False,mFund - Monthly Redemption Report - SPC01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252141
FRX,0.016,0.016,0.0,0.016,0.016,0.0,2020-07-06 17:10:00,False,Appendix 4G and 2020 Corporate Governance Statement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252140
QTM,0.037,0.036,-2.7,0.037,0.036,2.78,2020-07-06 17:09:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252139
CCZ,0.036,0.04,11.11,0.042,0.036,16.67,2020-07-06 17:09:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252138
ARG,7.29,7.31,0.27,7.41,7.29,1.65,2020-07-06 17:08:00,False,Key dates,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252137
INS,,,,,,,2020-07-06 17:07:00,False,mFund - Monthly Redemption Report - INS01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252136
IIM,,,,,,,2020-07-06 17:07:00,False,mFund - Monthly Redemption Report - IIM01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252135
VOL,0.375,0.375,0.0,0.375,0.375,0.0,2020-07-06 17:07:00,False,Ceasing to be a substantial holder from PPT,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252134
PPT,32.07,31.69,-1.18,32.38,31.56,2.6,2020-07-06 17:07:00,False,Ceasing to be a substantial holder for VOL,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252134
MFF,2.73,2.7,-1.1,2.74,2.7,1.48,2020-07-06 17:05:00,False,Weekly NTA,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252133
UMG,4.22,4.08,-3.32,4.22,4.05,4.2,2020-07-06 17:05:00,False,Change in substantial holding from PPT,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252132
PPT,32.07,31.69,-1.18,32.38,31.56,2.6,2020-07-06 17:05:00,False,Change in substantial holding for UMG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252132
EQY,,,,,,,2020-07-06 17:04:00,False,mFund - Monthly Redemption Report - EQY01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252131
BLD,3.75,3.76,0.27,3.84,3.73,2.95,2020-07-06 17:03:00,False,Change in substantial holding from PPT,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252130
PPT,32.07,31.69,-1.18,32.38,31.56,2.6,2020-07-06 17:03:00,False,Change in substantial holding for BLD,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252130
FRX,0.016,0.016,0.0,0.016,0.016,0.0,2020-07-06 17:02:00,False,2020 Annual Report,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252129
AAF,,,,,,,2020-07-06 17:00:00,False,mFund - Monthly Redemption Report - AAF01,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252128
PIC,0.925,0.94,1.62,0.95,0.925,2.7,2020-07-06 17:00:00,False,Daily Net Tangible Asset Statement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252127
DDR,7.69,7.89,2.6,7.96,7.66,3.92,2020-07-06 16:59:00,False,Change of Director's Interest Notice - FB,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252126
AVC,0.25,0.25,0.0,0.25,0.25,0.0,2020-07-06 16:59:00,False,Auctus loan to RBP Partners,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252125
ASP,0.009,0.009,0.0,0.009,0.009,0.0,2020-07-06 16:56:00,True,Results of Non-Renounceable Rights Issue,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252124
IYL,,,,,,,2020-07-06 16:52:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252123
MVO,,,,,,,2020-07-06 16:51:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252122
QIP,1.155,1.16,0.43,1.18,1.15,2.61,2020-07-06 16:50:00,False,Advance Notice - 2020 Full Year Results,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252121
MBL,,,,,,,2020-07-06 16:48:00,False,Change of Directors Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252120
ISO,4.54,4.59,1.1,4.6,4.54,1.32,2020-07-06 16:47:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252119
NEW,1.175,1.12,-4.68,1.175,1.12,4.91,2020-07-06 16:46:00,False,Weekly NAV Estimate,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252118
ISE,,,,,,,2020-07-06 16:43:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252117
MXR,0.094,0.094,0.0,0.0955,0.091,4.95,2020-07-06 16:42:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252116
ILC,23.36,23.27,-0.39,23.39,23.25,0.6,2020-07-06 16:42:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252115
MHH,1.41,1.415,0.35,1.43,1.4,2.14,2020-07-06 16:42:00,False,Weekly NAV,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252114
IOZ,24.68,24.57,-0.45,24.82,24.57,1.02,2020-07-06 16:41:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252113
MGG,1.825,1.785,-2.19,1.825,1.76,3.69,2020-07-06 16:40:00,False,Weekly NAV,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252112
QTM,0.037,0.036,-2.7,0.037,0.036,2.78,2020-07-06 16:40:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252111
IHD,12.29,12.33,0.33,12.34,12.29,0.41,2020-07-06 16:40:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252110
ILB,127.38,127.43,0.04,127.43,127.07,0.28,2020-07-06 16:39:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252109
QTM,0.037,0.036,-2.7,0.037,0.036,2.78,2020-07-06 16:38:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252108
MBL,,,,,,,2020-07-06 16:37:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252107
AIS,0.036,0.039,8.33,0.043,0.035,22.86,2020-07-06 16:36:00,False,Becoming a substantial holder from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252106
IGB,113.02,112.92,-0.09,113.02,112.86,0.14,2020-07-06 16:36:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252105
MIR,2.4,2.45,2.08,2.45,2.38,2.94,2020-07-06 16:36:00,False,Amendment to the Dividend Reinvestment Plan Rules,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252104
MQG,122.0,123.82,1.49,124.67,121.5,2.61,2020-07-06 16:35:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252103
DLC,0.008,0.007,-12.5,0.008,0.007,14.29,2020-07-06 16:35:00,False,Details of Company Address,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252102
MQG,122.0,123.82,1.49,124.67,121.5,2.61,2020-07-06 16:35:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252101
MML,0.755,0.74,-1.99,0.77,0.735,4.76,2020-07-06 16:34:00,False,Ceasing to be a substantial holder from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252100
AMI,0.56,0.585,4.46,0.6,0.56,7.14,2020-07-06 16:33:00,False,Ceasing to be a substantial holder from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252099
NEU,1.38,1.35,-2.17,1.385,1.33,4.14,2020-07-06 16:32:00,False,Section 708A notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252098
TTB,0.38,0.38,0.0,0.38,0.38,0.0,2020-07-06 16:31:00,False,Notice of Extraordinary General Meeting/Proxy Form,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252097
WEB,3.34,3.41,2.1,3.46,3.34,3.59,2020-07-06 16:31:00,False,Change in substantial holding from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252096
FRX,0.016,0.016,0.0,0.016,0.016,0.0,2020-07-06 16:31:00,True,Adjustment to Year-End Financial Statements,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252095
VRT,2.98,2.91,-2.35,2.98,2.88,3.47,2020-07-06 16:29:00,False,Ceasing to be a substantial holder from MUFG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252094
CTW,,,,,,,2020-07-06 16:28:00,False,Citifirst MINIs strike changes effective 7 Jul 20,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252093
CTW,,,,,,,2020-07-06 16:28:00,False,Citifirst Instal MINIs strike changes effective 7 Jul 20,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252092
GFL,1.71,1.72,0.58,1.72,1.71,0.58,2020-07-06 16:25:00,False,Monthly NTA - June 2020,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252091
FSI,1.845,1.845,0.0,1.845,1.845,0.0,2020-07-06 16:24:00,False,Monthly NTA - June 2020,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252090
LME,1.455,1.46,0.34,1.46,1.455,0.34,2020-07-06 16:24:00,False,Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252089
PWH,4.4,4.51,2.5,4.66,4.39,6.15,2020-07-06 16:23:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252088
ICO,,,,,,,2020-07-06 16:23:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252087
IAF,115.5,115.53,0.03,115.56,115.45,0.1,2020-07-06 16:22:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252086
BIL,,,,,,,2020-07-06 16:21:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252085
RMX,0.007,0.006,-14.29,0.007,0.006,16.67,2020-07-06 16:20:00,False,Change of Director's Interest Notice x 3,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252084
DMK,,,,,,,2020-07-06 16:19:00,False,Monthly OTC Derivatives Counterparty Exposure Information,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252083
RMX,0.007,0.006,-14.29,0.007,0.006,16.67,2020-07-06 16:17:00,False,Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252082
RMX,0.007,0.006,-14.29,0.007,0.006,16.67,2020-07-06 16:16:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252081
CTW,,,,,,,2020-07-06 16:15:00,False,Citifirst Mason Stevens strike changes effective 7 Jul 20,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252080
ALF,0.87,0.87,0.0,0.87,0.87,0.0,2020-07-06 16:14:00,False,Weekly Month-to-date Performance Estimate,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252079
AUM,,,,,,,2020-07-06 16:14:00,False,Components of Distributions,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252078
MIR,2.4,2.45,2.08,2.45,2.38,2.94,2020-07-06 16:14:00,False,Dividend Substitution Share Plan,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252077
PM8,0.29,0.31,6.9,0.32,0.29,10.34,2020-07-06 16:13:00,False,Admission to Trading on the London Stock Exchange,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252076
LNY,0.008,0.008,0.0,0.008,0.008,0.0,2020-07-06 16:12:00,False,Appendix 2A and Section 708A(5) Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252075
CCX,2.9,3.06,5.52,3.08,2.86,7.69,2020-07-06 16:05:00,False,Change of Company Secretary,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252074
TUA,0.97,1.0,3.09,1.055,0.95,11.05,2020-07-06 16:04:00,False,Initial Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252073
IOD,0.17,0.17,0.0,0.17,0.17,0.0,2020-07-06 16:02:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252072
TUA,0.97,1.0,3.09,1.055,0.95,11.05,2020-07-06 16:00:00,False,Initial Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252071
ENN,1.04,1.0875,4.57,1.095,1.04,5.29,2020-07-06 16:00:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252070
KP2,0.02,0.02,0.0,0.02,0.02,0.0,2020-07-06 15:59:00,False,Chess Depositary Interest - KP2,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252069
ENN,1.04,1.0875,4.57,1.095,1.04,5.29,2020-07-06 15:59:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252068
TUA,0.97,1.0,3.09,1.055,0.95,11.05,2020-07-06 15:58:00,False,Initial Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252067
WBC,18.49,18.45,-0.22,18.77,18.39,2.07,2020-07-06 15:56:00,False,Dividend/Distribution - WBCPG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252066
RRL,5.47,5.35,-2.19,5.47,5.33,2.63,2020-07-06 15:53:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252065
ABR,0.58,0.575,-0.86,0.6,0.57,5.26,2020-07-06 15:53:00,False,Section 708A Notice & Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252064
QVE,0.81,0.785,-3.09,0.81,0.785,3.18,2020-07-06 15:52:00,False,Weekly Net Tangible Asset Backing,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252063
ABR,0.58,0.575,-0.86,0.6,0.57,5.26,2020-07-06 15:52:00,False,Appendix 3G,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252062
RRL,5.47,5.35,-2.19,5.47,5.33,2.63,2020-07-06 15:52:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252061
YBR,0.064,0.064,0.0,0.064,0.064,0.0,2020-07-06 15:48:00,False,Appointment of Chief Financial Officer,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252060
CWL,0.115,0.115,0.0,0.115,0.115,0.0,2020-07-06 15:44:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252059
ACP,0.01,0.01,0.0,0.01,0.01,0.0,2020-07-06 15:42:00,False,Updated Trading Policy,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252058
4DS,0.045,0.044,-2.22,0.046,0.043,6.98,2020-07-06 15:42:00,False,Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252057
4DS,0.045,0.044,-2.22,0.046,0.043,6.98,2020-07-06 15:41:00,False,Appendix 2A,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252056
AX8,0.029,0.032,10.34,0.057,0.029,96.55,2020-07-06 15:41:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252055
CGF,4.57,4.63,1.31,4.7,4.54,3.52,2020-07-06 15:37:00,False,Change in substantial holding for LOV,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252054
LOV,6.3,7.27,15.4,7.45,6.3,18.25,2020-07-06 15:37:00,False,Change in substantial holding from CGF,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252054
VVA,2.44,2.48,1.64,2.52,2.44,3.28,2020-07-06 15:34:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252053
VVA,2.44,2.48,1.64,2.52,2.44,3.28,2020-07-06 15:33:00,False,Change of Director's Interest Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252052
RRL,5.47,5.35,-2.19,5.47,5.33,2.63,2020-07-06 15:32:00,False,Appendix 3G,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252051
RMD,28.09,27.61,-1.71,28.09,27.61,1.74,2020-07-06 15:32:00,False,Chess Depositary Interest - RMD,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252050
A1M,0.31,0.31,0.0,0.31,0.31,0.0,2020-07-06 15:31:00,False,Entitlement Offer Cleansing Notice,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252049
A3D,0.074,0.11,48.65,0.135,0.074,82.43,2020-07-06 15:24:00,True,Reinstatement to Official Quotation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252048
A3D,0.074,0.11,48.65,0.135,0.074,82.43,2020-07-06 15:24:00,True,Response to ASX Price and Volume Query,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252047
EAI,0.98,0.995,1.53,0.995,0.98,1.53,2020-07-06 15:18:00,False,Daily NTA,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252046
RCE,0.7,0.68,-2.86,0.7,0.67,4.48,2020-07-06 15:13:00,True,Trading Halt,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252045
RDY,1.445,1.405,-2.77,1.445,1.405,2.85,2020-07-06 15:12:00,False,Ceasing to be a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252044
DTC,1.3,1.345,3.46,1.35,1.3,3.85,2020-07-06 15:10:00,False,Ceasing to be a substantial holder,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252043
AUQ,0.013,0.013,0.0,0.013,0.013,0.0,2020-07-06 15:10:00,False,Change of Director's Interest - S Gethin,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252042
AUQ,0.013,0.013,0.0,0.013,0.013,0.0,2020-07-06 15:09:00,True,Board changes,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252041
SRG,0.245,0.255,4.08,0.26,0.24,8.33,2020-07-06 15:08:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252040
GRB,0.06,0.054,-10.0,0.06,0.053,13.21,2020-07-06 15:07:00,False,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=02252039
